0	4.3734118938446045
3	10.921722412109375
4	12.668751955032349
5	13.324651956558228
13	14.743064165115356
2	16.525227308273315
23	17.033252716064453
6	18.270363807678223
7	19.363686323165894
26	19.544656991958618
9	21.005881309509277
28	21.18800377845764
15	23.853692293167114
16	25.06103014945984
17	26.04259705543518
18	26.9217267036438
19	27.798288822174072
24	29.00396227836609
27	29.76781940460205
29	30.206705331802368
1	39.25542116165161
8	40.89521098136902
10	41.14782214164734
11	41.366302251815796
12	41.80303168296814
14	42.01805639266968
20	42.7797966003418
21	42.9993417263031
22	43.2176718711853
25	43.32787823677063
