4	6.957645654678345
10	8.044337749481201
13	8.372920513153076
14	8.919833421707153
16	9.135977268218994
19	9.899433851242065
20	10.556426048278809
0	11.513596296310425
24	11.617435693740845
2	11.840496063232422
5	12.169044971466064
8	12.715587854385376
11	13.256350994110107
15	14.13139271736145
18	14.677155017852783
23	15.332162141799927
28	15.876780033111572
1	28.949415683746338
3	30.046854972839355
6	30.81510090827942
7	31.798563480377197
9	32.66322708129883
12	34.30114006996155
17	36.04254674911499
21	37.90832281112671
22	39.439910888671875
25	40.857826709747314
26	42.388344526290894
27	43.595078468322754
29	44.14331650733948
